Title,Type,Location,Address,Price,Cancellation Policy,Review Number,Overall Review,Rating,StaffFriendlinessR,Facilities,CleanlinessR,ComfortR,Cost-effectivenessR,LocationR,Free Wi-FiR,URL
애플 호텔,호텔,"제주 시내, 제주","제주, 동광로 45",82026,무료취소,20,이용 후기 평점,5.7,6.7,5.8,6.4,7.1,7.5,7.5,5.0,https://www.booking.com/hotel/kr/hite-tourist.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4At_Dh6QGwAIB0gIkNjE5NWQ0ZDItMzNhZS00Y2QxLWI1YjQtNjI3YThlNzFhMzZj2AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=222&sr_order=popularity&srpvid=4f1763ef86490409&srepoch=1686233569&all_sr_blocks=109995805_335965737_0_0_0&highlighted_blocks=109995805_335965737_0_0_0&matching_block_id=109995805_335965737_0_0_0&sr_pri_blocks=109995805_335965737_0_0_0__8260000&from=searchresults#hotelTmpl
제주 퍼시픽 호텔,호텔,"제주 시내, 제주","제주, 서문로 20",329406,무료취소,3,좋음,7.0,8.3,8.3,7.5,7.5,7.5,7.5,8.3,https://www.booking.com/hotel/kr/jeju-pacific.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4At_Dh6QGwAIB0gIkNjE5NWQ0ZDItMzNhZS00Y2QxLWI1YjQtNjI3YThlNzFhMzZj2AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=223&sr_order=popularity&srpvid=4f1763ef86490409&srepoch=1686233569&all_sr_blocks=109629201_112407976_2_0_0&highlighted_blocks=109629201_112407976_2_0_0&matching_block_id=109629201_112407976_2_0_0&sr_pri_blocks=109629201_112407976_2_0_0__33000000&from=searchresults#hotelTmpl
제주 알 호텔 앤 게스트하우스,호스텔,"제주 시내, 제주","제주, 서광로14길 5",89838,무료취소,146,좋음,7.6,8.4,7.7,7.8,7.8,8.5,8.6,8.1,https://www.booking.com/hotel/kr/r-amp-guesthouse-jeju-city.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4At_Dh6QGwAIB0gIkNjE5NWQ0ZDItMzNhZS00Y2QxLWI1YjQtNjI3YThlNzFhMzZj2AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=224&sr_order=popularity&srpvid=4f1763ef86490409&srepoch=1686233569&all_sr_blocks=90926104_199212323_0_0_0&highlighted_blocks=90926104_199212323_0_0_0&matching_block_id=90926104_199212323_0_0_0&sr_pri_blocks=90926104_199212323_0_0_0__9000000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
제주 올레 호텔,호텔,"제주 시내, 제주","제주, 삼무로5길 8",96348,무료취소,1,매우 좋음,8.0,10,10,10,7.5,7.5,5.0,10,https://www.booking.com/hotel/kr/jeju-olle-motel.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4At_Dh6QGwAIB0gIkNjE5NWQ0ZDItMzNhZS00Y2QxLWI1YjQtNjI3YThlNzFhMzZj2AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=225&sr_order=popularity&srpvid=4f1763ef86490409&srepoch=1686233569&all_sr_blocks=87453401_0_2_0_0&highlighted_blocks=87453401_0_2_0_0&matching_block_id=87453401_0_2_0_0&sr_pri_blocks=87453401_0_2_0_0__9649018&from=searchresults#hotelTmpl
유앤아이 게스트하우스,게스트하우스,"제주 시내, 제주","제주, 광양8길 1-2",79422,무료취소,471,매우 좋음,8.1,8.7,8.2,8.4,8.2,9.0,9.1,8.8,https://www.booking.com/hotel/kr/you-amp-i-guesthouse.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4ArLEh6QGwAIB0gIkZTFlNzVkNWUtYmZiNC00OGZjLWJmODctMWMxMTA3ZWMzNzNh2AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=226&sr_order=popularity&srpvid=e6826419e5210041&srepoch=1686233651&all_sr_blocks=44429602_234488346_0_1_0&highlighted_blocks=44429602_234488346_0_1_0&matching_block_id=44429602_234488346_0_1_0&sr_pri_blocks=44429602_234488346_0_1_0__8000000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Waystone Seoubong Hotel,호텔,"조천읍, 제주","제주, 10, Hamdeok 6-gil, Jocheon-eup",195300,,13,우수함,8.8,9.6,8.8,9.0,9.2,9.4,8.1,9.6,https://www.booking.com/hotel/kr/weiseutonseoubonghotel.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4ArLEh6QGwAIB0gIkZTFlNzVkNWUtYmZiNC00OGZjLWJmODctMWMxMTA3ZWMzNzNh2AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=227&sr_order=popularity&srpvid=e6826419e5210041&srepoch=1686233651&all_sr_blocks=931375001_365207139_2_2_0&highlighted_blocks=931375001_365207139_2_2_0&matching_block_id=931375001_365207139_2_2_0&sr_pri_blocks=931375001_365207139_2_2_0__19570000&from=searchresults#hotelTmpl
캐슬 풀 리조트,리조트,"조천읍, 제주","제주, 조천읍 일주동로 1579",277326,,42,이용 후기 평점,6.3,7.3,6.6,6.7,6.7,7.6,6.8,8.1,https://www.booking.com/hotel/kr/castle-pool-resort.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4ArLEh6QGwAIB0gIkZTFlNzVkNWUtYmZiNC00OGZjLWJmODctMWMxMTA3ZWMzNzNh2AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=228&sr_order=popularity&srpvid=e6826419e5210041&srepoch=1686233651&all_sr_blocks=412348504_125724821_2_0_0&highlighted_blocks=412348504_125724821_2_0_0&matching_block_id=412348504_125724821_2_0_0&sr_pri_blocks=412348504_125724821_2_0_0__27800000&from=searchresults#hotelTmpl
노브 힐스테이,빌라,"제주 시내, 제주","제주, 제주특별자치도 제주시 아연로 124-32, D동 102호 (오라이동, 노브힐 하우스 오라)",575484,,,,,,,,,,,,https://www.booking.com/hotel/kr/nobeuhilseutei.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4ArLEh6QGwAIB0gIkZTFlNzVkNWUtYmZiNC00OGZjLWJmODctMWMxMTA3ZWMzNzNh2AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=229&sr_order=popularity&srpvid=e6826419e5210041&srepoch=1686233651&all_sr_blocks=1011347101_373810663_6_0_0&highlighted_blocks=1011347101_373810663_6_0_0&matching_block_id=1011347101_373810663_6_0_0&sr_pri_blocks=1011347101_373810663_6_0_0__57600000&from=searchresults#hotelTmpl
토끼섬 힐링하우스,홀리데이 홈,"구좌읍, 제주","제주, 구좌읍 문주란로 111-34 1층",243474,,,,,,,,,,,,https://www.booking.com/hotel/kr/toggiseomhilringhauseu-jejusigujwaeubmunjuranro111-34-1ceung.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4ArLEh6QGwAIB0gIkZTFlNzVkNWUtYmZiNC00OGZjLWJmODctMWMxMTA3ZWMzNzNh2AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=230&sr_order=popularity&srpvid=e6826419e5210041&srepoch=1686233651&all_sr_blocks=1010240201_373724798_2_0_0&highlighted_blocks=1010240201_373724798_2_0_0&matching_block_id=1010240201_373724798_2_0_0&sr_pri_blocks=1010240201_373724798_2_0_0__24393600&from=searchresults#hotelTmpl
토끼섬힐링하우스,아파트,"구좌읍, 제주","제주, 구좌읍 문주란로 111-34, 1층",235662,,,,,,,,,,,,https://www.booking.com/hotel/kr/toggiseomhilringhauseu.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4ArLEh6QGwAIB0gIkZTFlNzVkNWUtYmZiNC00OGZjLWJmODctMWMxMTA3ZWMzNzNh2AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=231&sr_order=popularity&srpvid=e6826419e5210041&srepoch=1686233651&all_sr_blocks=1008618401_373577803_2_0_0&highlighted_blocks=1008618401_373577803_2_0_0&matching_block_id=1008618401_373577803_2_0_0&sr_pri_blocks=1008618401_373577803_2_0_0__23562000&from=searchresults#hotelTmpl
스테이씨 제주,비앤비,"애월읍, 제주","제주, 애월읍 애월해안로 564-3 1층",628866,,외부 사이트 후기 4개,강력 추천 10,,,,,,,,,https://www.booking.com/hotel/kr/stay-sea-jeju.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4ArLEh6QGwAIB0gIkZTFlNzVkNWUtYmZiNC00OGZjLWJmODctMWMxMTA3ZWMzNzNh2AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=232&sr_order=popularity&srpvid=e6826419e5210041&srepoch=1686233651&all_sr_blocks=973725801_369763141_4_0_0&highlighted_blocks=973725801_369763141_4_0_0&matching_block_id=973725801_369763141_4_0_0&sr_pri_blocks=973725801_369763141_4_0_0__63000000&from=searchresults#hotelTmpl
주월담,홀리데이 홈,"한림읍, 제주","제주, 한림읍 월계로 144-2",628866,,외부 사이트 후기 3개,강력 추천 10,,,,,,,,,https://www.booking.com/hotel/kr/juweoldam-jejusi.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4ArLEh6QGwAIB0gIkZTFlNzVkNWUtYmZiNC00OGZjLWJmODctMWMxMTA3ZWMzNzNh2AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=233&sr_order=popularity&srpvid=e6826419e5210041&srepoch=1686233651&all_sr_blocks=962792401_368877312_2_0_0&highlighted_blocks=962792401_368877312_2_0_0&matching_block_id=962792401_368877312_2_0_0&sr_pri_blocks=962792401_368877312_2_0_0__63000000&from=searchresults#hotelTmpl
사하라 호텔,호텔,"제주 시내, 제주","제주, 서광로 265",100254,,6,이용 후기 평점,6.8,6.7,7.5,7.9,7.9,7.5,7.5,6.7,https://www.booking.com/hotel/kr/sahara.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4ArLEh6QGwAIB0gIkZTFlNzVkNWUtYmZiNC00OGZjLWJmODctMWMxMTA3ZWMzNzNh2AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=234&sr_order=popularity&srpvid=e6826419e5210041&srepoch=1686233651&all_sr_blocks=898909901_360593495_2_0_0&highlighted_blocks=898909901_360593495_2_0_0&matching_block_id=898909901_360593495_2_0_0&sr_pri_blocks=898909901_360593495_2_0_0__10000000&from=searchresults#hotelTmpl
애월의 정원,홀리데이 홈,"애월읍, 제주","제주, 애월읍 하소로 684-45",485646,,3,매우 좋음,8.0,9.2,8.3,8.3,8.3,9.2,8.3,9.2,https://www.booking.com/hotel/kr/garten-in-aweol.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4ArLEh6QGwAIB0gIkZTFlNzVkNWUtYmZiNC00OGZjLWJmODctMWMxMTA3ZWMzNzNh2AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=235&sr_order=popularity&srpvid=e6826419e5210041&srepoch=1686233651&all_sr_blocks=875044001_356406127_8_0_0&highlighted_blocks=875044001_356406127_8_0_0&matching_block_id=875044001_356406127_8_0_0&sr_pri_blocks=875044001_356406127_8_0_0__48600000&from=searchresults#hotelTmpl
Woljeong House,홀리데이 홈,"구좌읍, 제주","제주, 1F 622, Haemajihaean-ro, Gujwa-eup",580692,,외부 사이트 후기 9개,최고 9.0,,,,,,,,,https://www.booking.com/hotel/kr/beulruming.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4ArLEh6QGwAIB0gIkZTFlNzVkNWUtYmZiNC00OGZjLWJmODctMWMxMTA3ZWMzNzNh2AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=236&sr_order=popularity&srpvid=e6826419e5210041&srepoch=1686233651&all_sr_blocks=844744801_351409599_2_0_0&highlighted_blocks=844744801_351409599_2_0_0&matching_block_id=844744801_351409599_2_0_0&sr_pri_blocks=844744801_351409599_2_0_0__58140000&from=searchresults#hotelTmpl
협재 55평 콘도 리조트,아파트,"한림읍, 제주","제주, 한림읍 금능남로 127",402318,,외부 사이트 후기 5개,강력 추천 10,,,,,,,,,https://www.booking.com/hotel/kr/osyeonbyu-kondorijoteu-golpeujang-jeonmang-hyeobjaehaebyeoncaro-5bun-55pyeong.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4ArLEh6QGwAIB0gIkZTFlNzVkNWUtYmZiNC00OGZjLWJmODctMWMxMTA3ZWMzNzNh2AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=237&sr_order=popularity&srpvid=e6826419e5210041&srepoch=1686233651&all_sr_blocks=843066901_351062485_2_0_0&highlighted_blocks=843066901_351062485_2_0_0&matching_block_id=843066901_351062485_2_0_0&sr_pri_blocks=843066901_351062485_2_0_0__40305600&from=searchresults#hotelTmpl
제주 곰하우스,홀리데이 홈,"애월읍, 제주","제주, 애월로19길11",273420,,외부 사이트 후기 31개,강력 추천 10,,,,,,,,,https://www.booking.com/hotel/kr/jejugomhauseu.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4ArLEh6QGwAIB0gIkZTFlNzVkNWUtYmZiNC00OGZjLWJmODctMWMxMTA3ZWMzNzNh2AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=238&sr_order=popularity&srpvid=e6826419e5210041&srepoch=1686233651&all_sr_blocks=840221701_350677853_2_0_0&highlighted_blocks=840221701_350677853_2_0_0&matching_block_id=840221701_350677853_2_0_0&sr_pri_blocks=840221701_350677853_2_0_0__27436000&from=searchresults#hotelTmpl
제주 하늘만큼 땅만큼,홀리데이 홈,"애월읍, 제주","제주, 애월읍 가문동상4길 5",315084,,,,,,,,,,,,https://www.booking.com/hotel/kr/jeju-haneulmankeum-ddang-mankeum.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4ArLEh6QGwAIB0gIkZTFlNzVkNWUtYmZiNC00OGZjLWJmODctMWMxMTA3ZWMzNzNh2AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=239&sr_order=popularity&srpvid=e6826419e5210041&srepoch=1686233651&all_sr_blocks=817186904_344214058_0_0_0&highlighted_blocks=817186904_344214058_0_0_0&matching_block_id=817186904_344214058_0_0_0&sr_pri_blocks=817186904_344214058_0_0_0__31500000&from=searchresults#hotelTmpl
제주의 시간,홀리데이 홈,"구좌읍, 제주","제주, 제주시 구좌읍 상도로 9-1",412734,,2,강력 추천,10,10,10,10,10,10,10,10,https://www.booking.com/hotel/kr/sojunghan-saramege-seonmulhaejuseyo-jeju-doldamjib-ansim-dogcaeminbag-jejuyisiga.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4ArLEh6QGwAIB0gIkZTFlNzVkNWUtYmZiNC00OGZjLWJmODctMWMxMTA3ZWMzNzNh2AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=240&sr_order=popularity&srpvid=e6826419e5210041&srepoch=1686233651&all_sr_blocks=815111901_343934754_2_0_0&highlighted_blocks=815111901_343934754_2_0_0&matching_block_id=815111901_343934754_2_0_0&sr_pri_blocks=815111901_343934754_2_0_0__41310000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
해피니스 펜션,홀리데이 홈,제주,"제주, 주르레남길 81-27",898380,,11,좋음,7.4,6.8,7.0,7.0,8.0,6.8,6.1,5.0,https://www.booking.com/hotel/kr/happiness-pension.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4ArLEh6QGwAIB0gIkZTFlNzVkNWUtYmZiNC00OGZjLWJmODctMWMxMTA3ZWMzNzNh2AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=241&sr_order=popularity&srpvid=e6826419e5210041&srepoch=1686233651&all_sr_blocks=263677301_105326560_6_0_0&highlighted_blocks=263677301_105326560_6_0_0&matching_block_id=263677301_105326560_6_0_0&sr_pri_blocks=263677301_105326560_6_0_0__90000000&from=searchresults#hotelTmpl
제주 놀멍,홀리데이 홈,"애월읍, 제주","제주, 애월읍 어음 13길 152-34",259098,,1,좋음,7.0,7.5,5.0,7.5,5.0,7.5,7.5,7.5,https://www.booking.com/hotel/kr/jeju-nolmung.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4ArLEh6QGwAIB0gIkZTFlNzVkNWUtYmZiNC00OGZjLWJmODctMWMxMTA3ZWMzNzNh2AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=242&sr_order=popularity&srpvid=e6826419e5210041&srepoch=1686233651&all_sr_blocks=226866701_119487504_2_0_0&highlighted_blocks=226866701_119487504_2_0_0&matching_block_id=226866701_119487504_2_0_0&sr_pri_blocks=226866701_119487504_2_0_0__26000000&from=searchresults#hotelTmpl
메이저 호텔 2,호텔,"제주 시내, 제주","제주, 은남4길 40",143220,,14,이용 후기 평점,6.7,8.0,7.0,7.1,7.3,8.0,8.0,5.0,https://www.booking.com/hotel/kr/major-2.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4ArLEh6QGwAIB0gIkZTFlNzVkNWUtYmZiNC00OGZjLWJmODctMWMxMTA3ZWMzNzNh2AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=243&sr_order=popularity&srpvid=e6826419e5210041&srepoch=1686233651&all_sr_blocks=188401701_92451933_2_0_0&highlighted_blocks=188401701_92451933_2_0_0&matching_block_id=188401701_92451933_2_0_0&sr_pri_blocks=188401701_92451933_2_0_0__14400000&from=searchresults#hotelTmpl
봉스테이,게스트하우스,제주,"제주, 봉개대동 10길 4",54684,,233,매우 좋음,8.4,8.6,8.5,8.5,8.6,9.1,7.5,8.9,https://www.booking.com/hotel/kr/bong-stay.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4ArLEh6QGwAIB0gIkZTFlNzVkNWUtYmZiNC00OGZjLWJmODctMWMxMTA3ZWMzNzNh2AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=244&sr_order=popularity&srpvid=e6826419e5210041&srepoch=1686233651&all_sr_blocks=179104501_254128282_2_0_0&highlighted_blocks=179104501_254128282_2_0_0&matching_block_id=179104501_254128282_2_0_0&sr_pri_blocks=179104501_254128282_2_0_0__5472000&from=searchresults#hotelTmpl
하버 호텔,호텔,"제주 시내, 제주","제주, 임항로 260",153636,무료취소,87,매우 좋음,8.0,8.6,8.3,8.5,8.6,8.6,8.0,8.8,https://www.booking.com/hotel/kr/harbor.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4ArLEh6QGwAIB0gIkZTFlNzVkNWUtYmZiNC00OGZjLWJmODctMWMxMTA3ZWMzNzNh2AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=245&sr_order=popularity&srpvid=e6826419e5210041&srepoch=1686233651&all_sr_blocks=158437503_0_2_0_0&highlighted_blocks=158437503_0_2_0_0&matching_block_id=158437503_0_2_0_0&sr_pri_blocks=158437503_0_2_0_0__15388104&from=searchresults#hotelTmpl
해리앤소담 펜션,게스트하우스,"애월읍, 제주","제주, 애월읍 중산간서로 6566-3",157542,,5,좋음,7.4,9.0,7.0,7.5,8.0,7.0,7.0,9.0,https://www.booking.com/hotel/kr/harry-and-sodam-pension.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4ArLEh6QGwAIB0gIkZTFlNzVkNWUtYmZiNC00OGZjLWJmODctMWMxMTA3ZWMzNzNh2AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=246&sr_order=popularity&srpvid=e6826419e5210041&srepoch=1686233651&all_sr_blocks=147430907_87496219_2_2_0&highlighted_blocks=147430907_87496219_2_2_0&matching_block_id=147430907_87496219_2_2_0&sr_pri_blocks=147430907_87496219_2_2_0__15810000&from=searchresults#hotelTmpl
아뜨네 펜션,홀리데이 홈,"애월읍, 제주","제주, 애월읍 상하귀길 91",157542,무료취소,1,강력 추천,10,10,10,10,10,10,10,10,https://www.booking.com/hotel/kr/attene-pension.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4ArLEh6QGwAIB0gIkZTFlNzVkNWUtYmZiNC00OGZjLWJmODctMWMxMTA3ZWMzNzNh2AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=247&sr_order=popularity&srpvid=e6826419e5210041&srepoch=1686233651&all_sr_blocks=147074902_0_2_0_0&highlighted_blocks=147074902_0_2_0_0&matching_block_id=147074902_0_2_0_0&sr_pri_blocks=147074902_0_2_0_0__15770102&from=searchresults#hotelTmpl
제주 오션 패밀리 호텔,호텔,"제주 시내, 제주","제주, 일주서로 7531",156240,,33,매우 좋음,8.2,8.6,8.0,8.1,8.6,8.3,8.7,10,https://www.booking.com/hotel/kr/jeju-ocean-family.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4ArLEh6QGwAIB0gIkZTFlNzVkNWUtYmZiNC00OGZjLWJmODctMWMxMTA3ZWMzNzNh2AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=248&sr_order=popularity&srpvid=e6826419e5210041&srepoch=1686233651&all_sr_blocks=134692801_164339111_2_0_0&highlighted_blocks=134692801_164339111_2_0_0&matching_block_id=134692801_164339111_2_0_0&sr_pri_blocks=134692801_164339111_2_0_0__15682500&from=searchresults#hotelTmpl
